,4,35,36,42,47,40,2,28,7,12,13,31,44,46,17,21,41,15,16,8,20,49,5,48
4,1.0,4.110112639170046,6.795637539857864,5.765893109215631,4.116624793172294,4.130716240478991,6.024637731930262,4.086353429483906,6.6726116522503585,6.7402060877947605,4.232152821974599,6.668320771467718,5.885563906696336,5.238808348685638,4.670028142933101,5.228969443369209,5.770517020461384,4.932711586448173,6.599525588778583,5.408651936069925,5.543714633582326,6.154581303831982,5.239669874204734,4.857871225012701
35,4.110112639170046,1.0,5.4040674680824665,4.534622185440277,3.974614897402982,5.396815892202107,3.6391993595489844,4.46360589987432,4.475957946374054,3.627930180473771,4.145677257830111,5.606936399860475,4.0939629908338695,5.893959758073574,3.990797372110631,5.8288646712982555,3.8196777246734097,4.246348688675333,6.112116340353472,3.7928222369870106,4.102741324481069,4.6664125124489235,4.35558411825195,4.463233425246562
36,6.795637539857864,5.4040674680824665,1.0,4.600897819544786,2.9351040249598785,6.141749854105578,5.058431229714169,4.489800316968945,6.610814785962255,5.23593289643686,5.29034029625166,3.998475679014133,6.595522094345282,6.866731339091084,6.6388351599684485,3.443663824130695,6.47784184184302,3.856540245862542,4.851936180845486,3.5973992425337777,3.54889687881941,5.085873974258654,6.942312299113437,4.2430421292622675
42,5.765893109215631,4.534622185440277,4.600897819544786,1.0,4.693409489963589,5.314386870337472,3.871335796334818,6.164091198457898,3.9723985582806955,5.518407217412946,3.9535753639994438,6.176319762443267,6.281170061382274,4.749964149706384,4.946100716527567,6.750551271911638,4.917806635004064,3.57005720317355,4.155009471691221,5.78946752716509,5.2459637247974165,3.9922844734256397,5.858724969687872,5.157550342137045
47,4.116624793172294,3.974614897402982,2.9351040249598785,4.693409489963589,1.0,4.253245596700231,4.404530331309575,4.939308596012686,5.657470135763939,3.769605498136122,3.8957172811293477,6.781050264990277,5.403392368178272,6.653539070158701,4.5389123846822494,5.010009055336436,5.885727449876512,4.381543547916282,6.703768217811069,5.284648706970107,6.801170322529924,6.4752913564362915,4.7073552686750535,3.5049623896246365
40,4.130716240478991,5.396815892202107,6.141749854105578,5.314386870337472,4.253245596700231,1.0,5.8058820481976054,4.9626084040823155,6.607554418058221,3.9577953642148587,5.487246927676722,6.715708830621388,5.348358706806427,4.049989030593502,6.136449180079964,6.49273953588021,4.374565700381938,5.590548681965029,4.792676032986064,3.4713463814432326,3.408247462932875,3.7087087705749022,5.570194234523283,5.060573418821217
2,6.024637731930262,3.6391993595489844,5.058431229714169,3.871335796334818,4.404530331309575,5.8058820481976054,1.0,4.151406491002078,3.902772131264136,5.732510833710007,6.033960637977911,3.728174519165587,6.406209011899935,3.9154172706017096,3.698982564156133,3.5606254337585304,3.5291845129337163,3.4668053858230223,3.4929992807086347,4.3169372319882395,4.97450323422385,5.694249770584113,6.807781651012489,3.4442549064034633
28,4.086353429483906,4.46360589987432,4.489800316968945,6.164091198457898,4.939308596012686,4.9626084040823155,4.151406491002078,1.0,4.28261315593682,5.409230309956048,6.29647727720732,6.690283150163692,6.66251369639252,3.8819774094568857,5.646677060271591,3.547539004035826,6.220075789584014,4.884515619016233,3.744338757041177,3.98035813821755,5.633555205370538,3.815432479913256,5.488752727419687,6.610305554893312
7,6.6726116522503585,4.475957946374054,6.610814785962255,3.9723985582806955,5.657470135763939,6.607554418058221,3.902772131264136,4.28261315593682,1.0,1.2260178087810933,2.92857004208766,1.5870668589037127,5.4053116434237065,4.9458575818624695,6.618311292182575,6.430913264004322,5.2573354025529,5.129293177143001,5.056007683241797,4.839889747743411,6.092456578091504,3.9539292092063256,6.381408572835486,4.079991336203126
12,6.7402060877947605,3.627930180473771,5.23593289643686,5.518407217412946,3.769605498136122,3.9577953642148587,5.732510833710007,5.409230309956048,1.2260178087810933,1.0,1.5215256961825143,1.9913047330560922,4.449432254820343,3.8030396083504274,6.763497741482085,6.234875683324299,5.651617356367019,3.500340838472284,5.99152054615273,3.539893828236795,3.473128847840953,5.2066118565589505,4.369867408739273,6.244982418464552
13,4.232152821974599,4.145677257830111,5.29034029625166,3.9535753639994438,3.8957172811293477,5.487246927676722,6.033960637977911,6.29647727720732,2.92857004208766,1.5215256961825143,1.0,2.167576847055825,6.765585874661228,5.715185915215269,3.453430937900242,6.224101571925784,3.9215862177974516,6.7242421521514775,6.760400364169309,4.838217743969009,6.748419420261529,3.406386863056647,5.317954086946987,5.681492541127946
31,6.668320771467718,5.606936399860475,3.998475679014133,6.176319762443267,6.781050264990277,6.715708830621388,3.728174519165587,6.690283150163692,1.5870668589037127,1.9913047330560922,2.167576847055825,1.0,3.6637071459741444,4.813173584320227,6.764171052892353,4.155861260239121,6.136198743287227,4.898380908030213,5.163065327199952,6.82646649858472,5.4707112410471535,4.226662937805695,3.475303977113608,5.200215891116445
44,5.885563906696336,4.0939629908338695,6.595522094345282,6.281170061382274,5.403392368178272,5.348358706806427,6.406209011899935,6.66251369639252,5.4053116434237065,4.449432254820343,6.765585874661228,3.6637071459741444,1.0,2.3405115046146907,5.431089058609696,5.439044976312253,5.922043959459227,6.027952998232289,4.939307146703729,5.72436100583176,5.843814475175216,4.146833175179959,4.684591468758128,5.324430663774846
46,5.238808348685638,5.893959758073574,6.866731339091084,4.749964149706384,6.653539070158701,4.049989030593502,3.9154172706017096,3.8819774094568857,4.9458575818624695,3.8030396083504274,5.715185915215269,4.813173584320227,2.3405115046146907,1.0,5.397146169318852,5.215724366298693,4.7896855109684875,5.685466628345302,6.406059140554995,5.754035004536504,3.4731340717288255,4.488616530987448,3.794520129011731,5.42908067040421
17,4.670028142933101,3.990797372110631,6.6388351599684485,4.946100716527567,4.5389123846822494,6.136449180079964,3.698982564156133,5.646677060271591,6.618311292182575,6.763497741482085,3.453430937900242,6.764171052892353,5.431089058609696,5.397146169318852,1.0,1.1636340944781052,1.6564476407573232,6.294598183587425,4.478726971993025,6.227080546489258,5.013723678389246,5.927086581622822,5.557549737218572,5.769839596636525
21,5.228969443369209,5.8288646712982555,3.443663824130695,6.750551271911638,5.010009055336436,6.49273953588021,3.5606254337585304,3.547539004035826,6.430913264004322,6.234875683324299,6.224101571925784,4.155861260239121,5.439044976312253,5.215724366298693,1.1636340944781052,1.0,2.5628855458777515,6.4238336713429005,4.775733893775722,6.963985211757309,5.79871928525436,5.747623715421823,5.885019421186911,6.436821774556563
41,5.770517020461384,3.8196777246734097,6.47784184184302,4.917806635004064,5.885727449876512,4.374565700381938,3.5291845129337163,6.220075789584014,5.2573354025529,5.651617356367019,3.9215862177974516,6.136198743287227,5.922043959459227,4.7896855109684875,1.6564476407573232,2.5628855458777515,1.0,6.100702018371062,5.390908625276689,5.57999119688963,4.826146776141656,4.360150598169402,4.3158139007957335,6.14998783135842
15,4.932711586448173,4.246348688675333,3.856540245862542,3.57005720317355,4.381543547916282,5.590548681965029,3.4668053858230223,4.884515619016233,5.129293177143001,3.500340838472284,6.7242421521514775,4.898380908030213,6.027952998232289,5.685466628345302,6.294598183587425,6.4238336713429005,6.100702018371062,1.0,2.41029636738529,5.974508796269895,3.943792402931109,5.587462210141355,3.7675770349779074,4.927440311775501
16,6.599525588778583,6.112116340353472,4.851936180845486,4.155009471691221,6.703768217811069,4.792676032986064,3.4929992807086347,3.744338757041177,5.056007683241797,5.99152054615273,6.760400364169309,5.163065327199952,4.939307146703729,6.406059140554995,4.478726971993025,4.775733893775722,5.390908625276689,2.41029636738529,1.0,5.4015204560439685,4.838007927930745,4.584512075844568,3.544607733958971,4.683689557533912
8,5.408651936069925,3.7928222369870106,3.5973992425337777,5.78946752716509,5.284648706970107,3.4713463814432326,4.3169372319882395,3.98035813821755,4.839889747743411,3.539893828236795,4.838217743969009,6.82646649858472,5.72436100583176,5.754035004536504,6.227080546489258,6.963985211757309,5.57999119688963,5.974508796269895,5.4015204560439685,1.0,4.711908569133374,1.90587683939266,6.438331924746742,3.977169322177907
20,5.543714633582326,4.102741324481069,3.54889687881941,5.2459637247974165,6.801170322529924,3.408247462932875,4.97450323422385,5.633555205370538,6.092456578091504,3.473128847840953,6.748419420261529,5.4707112410471535,5.843814475175216,3.4731340717288255,5.013723678389246,5.79871928525436,4.826146776141656,3.943792402931109,4.838007927930745,4.711908569133374,1.0,2.284380549400252,5.15129728730685,4.679191378223427
