,4,35,36,42,47,40,2,28,7,12,13,31,44,46,17,21,41,15,16,8,20,49,5,48
4,1.0,2,5,4,6,6,5,6,6,3,4,4,7,7,3,3,4,7,7,4,4,7,6,6
35,2,1.0,6,5,6,7,7,5,4,5,4,5,4,6,5,5,6,6,3,7,6,4,3,4
36,5,6,1.0,1,4,7,7,7,5,4,5,4,5,6,6,4,6,7,6,6,6,5,7,3
42,4,5,1,1.0,3,6,4,3,7,4,5,5,5,7,3,3,6,6,4,5,3,4,4,4
47,6,6,4,3,1.0,7,7,7,6,3,3,4,7,5,3,6,7,5,3,3,7,6,4,7
40,6,7,7,6,7,1.0,5,7,5,6,7,7,5,5,7,3,3,3,3,7,3,7,4,5
2,5,7,7,4,7,5,1.0,4,7,4,5,4,6,3,6,7,3,6,4,4,4,3,4,6
28,6,5,7,3,7,7,4,1.0,4,3,4,7,7,6,6,5,5,6,7,6,3,5,7,4
7,6,4,5,7,6,5,7,4,1.0,1,1,3,5,5,6,5,4,5,3,6,5,4,3,3
12,3,5,4,4,3,6,4,3,1,1.0,1,1,7,3,5,4,6,5,4,6,4,3,3,4
13,4,4,5,5,3,7,5,4,1,1,1.0,3,4,4,6,7,3,3,7,5,5,3,3,4
31,4,5,4,5,4,7,4,7,3,1,3,1.0,5,5,7,4,3,3,3,7,6,6,4,4
44,7,4,5,5,7,5,6,7,5,7,4,5,1.0,2,4,6,6,5,7,4,7,5,6,3
46,7,6,6,7,5,5,3,6,5,3,4,5,2,1.0,5,5,6,7,6,4,7,5,3,7
17,3,5,6,3,3,7,6,6,6,5,6,7,4,5,1.0,3,4,3,6,4,7,5,6,4
21,3,5,4,3,6,3,7,5,5,4,7,4,6,5,3,1.0,4,5,4,6,7,6,4,5
41,4,6,6,6,7,3,3,5,4,6,3,3,6,6,4,4,1.0,4,7,7,3,5,3,5
15,7,6,7,6,5,3,6,6,5,5,3,3,5,7,3,5,4,1.0,4,5,3,3,5,3
16,7,3,6,4,3,3,4,7,3,4,7,3,7,6,6,4,7,4,1.0,3,7,5,6,4
8,4,7,6,5,3,7,4,6,6,6,5,7,4,4,4,6,7,5,3,1.0,4,4,3,6
20,4,6,6,3,7,3,4,3,5,4,5,6,7,7,7,7,3,3,7,4,1.0,2,3,5
49,7,4,5,4,6,7,3,5,4,3,3,6,5,5,5,6,5,3,5,4,2,1.0,3,5
5,6,3,7,4,4,4,4,7,3,3,3,4,6,3,6,4,3,5,6,3,3,3,1.0,1
48,6,4,3,4,7,5,6,4,3,4,4,4,3,7,4,5,5,3,4,6,5,5,1,1.0
