(0, 15, 16, 17, 18, 19, 20, 21)
(5, 6, 7, 8, 9, 14, 17, 18)
(0, 8, 9, 10, 11, 12, 13, 14)
(3, 4, 10, 11, 17, 18, 22, 23)
(5, 6, 7, 10, 11, 15, 16, 21)
(5, 6, 12, 13, 19, 20, 22, 23)
(0, 1, 2, 3, 4, 5, 6, 7)
(3, 4, 7, 12, 13, 14, 15, 16)
(1, 2, 12, 13, 17, 18, 21, 22)
(1, 2, 10, 11, 14, 19, 20, 21)
(3, 4, 7, 8, 9, 19, 20, 21)
(1, 2, 8, 9, 15, 16, 22, 23)
(0, 7, 12, 14, 17, 21, 22, 23)
